transaction_id,customer_id,transaction_date,transaction_time,amount,transaction_type,merchant,status,device_type,location
T00306,C0098,2024-02-29,03:55:23,38894.16,debit,Ajio,success,tablet,Kolkata
T00307,C0036,2024-03-01,08:40:26,86783.88,debit,Amazon,failed,mobile,Chennai
T00308,C0022,2024-03-17,07:00:44,177579.49,debit,Myntra,success,tablet,Mumbai
T00309,C0039,2024-04-25,08:14:51,192712.97,debit,Reliance Digital,success,mobile,Hyderabad
T00310,C0019,2024-04-24,10:42:33,130386.27,credit,Uber,success,mobile,Bangalore
T00311,C0100,2024-02-11,16:51:12,171091.22,credit,Apple,failed,tablet,Hyderabad
T00312,C0079,2024-01-05,20:10:51,115054.86,debit,Swiggy,success,mobile,Chennai
T00313,C0065,2024-03-30,22:24:26,101888.81,credit,Zomato,success,mobile,Bangalore
T00314,C0072,2024-03-31,01:41:04,31938.38,credit,Apple,success,tablet,Chennai
T00315,C0054,2024-02-18,15:34:57,126601.81,debit,Reliance Digital,failed,mobile,Jaipur
T00316,C0081,2024-03-23,20:42:31,150063.21,debit,Amazon,success,tablet,Jaipur
T00317,C0032,2024-02-21,07:51:00,142368.15,debit,Amazon,success,tablet,Bangalore
T00318,C0093,2024-01-25,04:14:19,175064.31,debit,Flipkart,failed,web,Bangalore
T00319,C0060,2024-03-15,23:59:21,68316.59,debit,Apple,success,mobile,Hyderabad
T00320,C0073,2024-04-03,03:04:18,105106.63,credit,Swiggy,failed,mobile,Delhi
T00321,C0010,2024-04-29,18:48:38,193984.22,credit,Swiggy,success,web,Chennai
T00322,C0023,2024-03-21,01:25:30,199926.51,credit,Apple,success,mobile,Chennai
T00323,C0029,2024-02-23,22:21:01,146156.44,credit,BigBasket,success,web,Bangalore
T00324,C0040,2024-01-16,02:41:38,150831.13,credit,Myntra,failed,tablet,Jaipur
T00325,C0099,2024-01-15,22:22:56,27074.9,debit,BigBasket,success,mobile,Kolkata
T00326,C0019,2024-02-01,09:17:23,116500.02,credit,Amazon,success,mobile,Delhi
T00327,C0009,2024-03-31,23:16:13,92569.66,credit,Apple,success,web,Hyderabad
T00328,C0088,2024-02-22,03:31:46,137476.66,credit,Reliance Digital,success,mobile,Chennai
T00329,C0040,2024-02-10,21:32:26,9759.59,credit,Amazon,success,tablet,Kolkata
T00330,C0052,2024-03-18,21:45:37,2679.71,debit,Myntra,success,mobile,Bangalore
T00331,C0090,2024-01-15,02:41:00,124353.85,debit,Apple,failed,tablet,Chennai
T00332,C0066,2024-04-30,12:24:24,6405.56,debit,Swiggy,success,tablet,Chennai
T00333,C0022,2024-01-14,05:40:04,107761.1,debit,Myntra,success,tablet,Jaipur
T00334,C0094,2024-03-17,18:04:58,84754.54,debit,Amazon,failed,tablet,Hyderabad
T00335,C0077,2024-01-21,13:59:09,143953.4,credit,Apple,success,mobile,Chennai
T00336,C0032,2024-02-24,06:06:26,148134.48,credit,Reliance Digital,failed,web,Kolkata
T00337,C0043,2024-01-21,01:18:53,70821.65,debit,Uber,success,tablet,Pune
T00338,C0011,2024-02-06,03:51:00,115644.54,credit,Amazon,failed,mobile,Mumbai
T00339,C0046,2024-02-24,11:25:40,25180.58,debit,BigBasket,failed,tablet,Kolkata
T00340,C0097,2024-03-03,21:43:09,75994.11,credit,Swiggy,success,web,Chennai
T00341,C0081,2024-04-22,10:52:24,184862.76,credit,Myntra,success,tablet,Hyderabad
T00342,C0012,2024-02-18,09:37:49,47364.15,credit,Zomato,success,mobile,Kolkata
T00343,C0049,2024-03-29,23:30:31,196769.08,debit,Zomato,success,mobile,Jaipur
T00344,C0020,2024-01-29,17:11:55,82282.65,debit,Amazon,success,web,Hyderabad
T00345,C0003,2024-01-24,23:52:08,69881.65,credit,Apple,success,mobile,Mumbai
T00346,C0087,2024-02-12,09:25:38,183259.17,debit,Zomato,success,tablet,Delhi
T00347,C0075,2024-02-15,08:03:18,143188.51,debit,Apple,failed,mobile,Mumbai
T00348,C0071,2024-04-27,12:21:44,33600.91,credit,Zomato,success,tablet,Chennai
T00349,C0028,2024-02-24,22:09:32,4688.55,credit,Myntra,failed,mobile,Pune
T00350,C0047,2024-04-21,04:15:22,182626.87,debit,Myntra,success,tablet,Kolkata
T00351,C0006,2024-03-10,23:24:10,103210.69,debit,Uber,success,mobile,Delhi
T00352,C0004,2024-04-28,01:04:25,74789.75,credit,Swiggy,failed,tablet,Pune
T00353,C0039,2024-03-14,12:45:56,138198.13,credit,Swiggy,success,tablet,Bangalore
T00354,C0096,2024-03-23,21:36:57,9314.33,credit,Myntra,success,web,Chennai
T00355,C0073,2024-03-19,17:48:46,134332.3,debit,Uber,success,mobile,Mumbai
T00356,C0078,2024-02-15,21:15:01,64688.82,credit,Apple,success,tablet,Jaipur
T00357,C0009,2024-03-27,17:47:18,58092.32,debit,Uber,success,web,Chennai
T00358,C0064,2024-01-25,16:08:45,122341.24,credit,Apple,success,tablet,Pune
T00359,C0080,2024-03-21,10:25:01,102415.9,debit,Amazon,success,tablet,Pune
T00360,C0074,2024-01-17,12:15:19,113684.3,credit,Reliance Digital,success,web,Delhi
T00361,C0030,2024-01-22,18:28:23,30800.47,debit,BigBasket,success,web,Mumbai
T00362,C0040,2024-04-28,01:55:09,107772.45,credit,Myntra,success,web,Delhi
T00363,C0060,2024-02-10,12:40:57,69083.84,debit,BigBasket,success,tablet,Kolkata
T00364,C0080,2024-02-20,20:49:45,29708.84,debit,Amazon,success,web,Delhi
T00365,C0059,2024-04-02,04:29:39,125091.02,credit,Reliance Digital,success,mobile,Jaipur
T00366,C0052,2024-04-24,21:53:21,20078.73,credit,Swiggy,failed,web,Jaipur
T00367,C0062,2024-02-28,20:33:15,181571.43,debit,Myntra,success,mobile,Pune
T00368,C0088,2024-02-20,15:16:47,86004.93,credit,Apple,success,web,Hyderabad
T00369,C0054,2024-01-24,18:18:54,43906.66,credit,BigBasket,success,web,Jaipur
T00370,C0012,2024-01-30,03:11:23,79357.4,debit,Apple,success,tablet,Jaipur
T00371,C0010,2024-01-21,03:45:07,27590.36,debit,Ajio,success,mobile,Mumbai
T00372,C0049,2024-02-11,03:48:50,125931.41,debit,BigBasket,success,web,Kolkata
T00373,C0091,2024-04-01,04:39:39,172239.2,debit,Ajio,success,tablet,Hyderabad
T00374,C0050,2024-01-13,09:24:49,84655.32,credit,Apple,success,web,Hyderabad
T00375,C0031,2024-01-05,15:04:05,134944.48,debit,Flipkart,success,web,Mumbai
T00376,C0032,2024-02-11,05:33:21,106360.32,credit,Amazon,success,tablet,Hyderabad
T00377,C0092,2024-02-06,13:30:01,42578.93,debit,Apple,success,tablet,Chennai
T00378,C0058,2024-03-02,03:55:53,165183.71,credit,Apple,success,tablet,Hyderabad
T00379,C0039,2024-03-08,03:41:24,78503.7,credit,Myntra,failed,mobile,Bangalore
T00380,C0008,2024-04-03,21:53:17,30418.31,debit,Zomato,success,web,Pune
T00381,C0022,2024-03-09,22:01:19,40236.1,debit,Uber,success,tablet,Hyderabad
T00382,C0026,2024-04-30,14:49:44,15341.28,credit,Myntra,success,mobile,Delhi
T00383,C0080,2024-04-17,00:16:27,137370.61,credit,Ajio,failed,mobile,Pune
T00384,C0071,2024-03-14,13:34:55,182003.96,credit,Flipkart,success,web,Bangalore
T00385,C0009,2024-01-02,05:12:07,185111.68,credit,Ajio,success,web,Kolkata
T00386,C0097,2024-01-09,22:51:30,68245.43,debit,BigBasket,success,web,Kolkata
T00387,C0059,2024-03-10,08:45:29,148239.09,credit,Ajio,failed,tablet,Delhi
T00388,C0003,2024-02-28,14:11:09,191894.45,debit,Myntra,success,mobile,Chennai
T00389,C0068,2024-04-17,04:04:53,28638.84,debit,Amazon,success,tablet,Delhi
T00390,C0059,2024-04-13,05:23:50,129004.05,debit,Myntra,success,tablet,Chennai
T00391,C0071,2024-02-09,03:31:53,124128.19,credit,Apple,failed,tablet,Delhi
T00392,C0078,2024-03-01,16:28:09,186016.1,debit,Uber,success,tablet,Jaipur
T00393,C0008,2024-01-04,07:18:23,45545.81,debit,Swiggy,success,mobile,Mumbai
T00394,C0099,2024-01-03,22:45:38,36685.75,debit,Flipkart,success,web,Bangalore
T00395,C0091,2024-03-09,22:45:01,46424.97,debit,Apple,success,mobile,Chennai
T00396,C0073,2024-02-15,19:59:39,72986.07,debit,Zomato,success,web,Jaipur
T00397,C0014,2024-04-08,22:21:44,174096.56,credit,Flipkart,success,tablet,Mumbai
T00398,C0059,2024-04-15,09:24:40,157951.22,debit,Amazon,success,mobile,Chennai
T00399,C0021,2024-01-16,21:50:35,51786.32,debit,BigBasket,success,web,Delhi
T00400,C0024,2024-03-06,13:02:16,191821.03,credit,Reliance Digital,failed,mobile,Jaipur
T00401,C0050,2024-04-25,03:33:09,162896.08,credit,Apple,failed,mobile,Jaipur
T00402,C0075,2024-02-25,12:08:07,112941.08,credit,Reliance Digital,success,mobile,Mumbai
T00403,C0095,2024-02-14,10:53:56,115866.45,credit,Flipkart,success,web,Hyderabad
T00404,C0062,2024-01-10,01:29:48,33342.09,debit,Zomato,success,web,Kolkata
T00405,C0011,2024-02-06,17:44:15,175326.63,credit,Swiggy,success,mobile,Chennai
T00406,C0005,2024-04-26,18:37:39,13746.13,debit,Zomato,success,mobile,Bangalore
T00407,C0065,2024-01-18,04:03:04,53326.18,debit,Reliance Digital,success,web,Hyderabad
T00408,C0053,2024-03-19,21:06:50,52319.76,debit,Myntra,success,web,Chennai
T00409,C0007,2024-04-14,10:45:18,19624.04,credit,Myntra,success,mobile,Chennai
T00410,C0098,2024-03-12,18:05:49,174134.45,credit,Flipkart,failed,web,Kolkata
T00411,C0096,2024-01-09,15:20:29,166051.58,debit,Myntra,success,mobile,Mumbai
T00412,C0082,2024-03-29,16:53:06,41364.37,debit,Uber,success,tablet,Jaipur
T00413,C0081,2024-02-23,08:57:22,196828.52,credit,Zomato,success,tablet,Delhi
T00414,C0057,2024-03-17,09:00:30,9781.3,debit,Flipkart,success,tablet,Chennai
T00415,C0029,2024-01-03,10:01:18,160565.01,credit,Ajio,success,mobile,Mumbai
T00416,C0023,2024-04-14,09:39:15,183013.45,credit,Apple,success,web,Jaipur
T00417,C0098,2024-01-08,17:00:51,179814.7,debit,Swiggy,success,mobile,Mumbai
T00418,C0051,2024-01-03,00:39:57,182226.67,credit,Amazon,success,web,Kolkata
T00419,C0084,2024-03-05,03:12:05,61855.13,debit,Myntra,success,tablet,Jaipur
T00420,C0006,2024-01-28,07:11:53,113771.04,credit,Myntra,success,web,Hyderabad
T00421,C0045,2024-01-24,03:18:57,188630.2,credit,BigBasket,success,web,Delhi
T00422,C0091,2024-02-22,05:50:17,191007.24,debit,Apple,success,tablet,Kolkata
T00423,C0091,2024-03-27,16:15:40,103599.08,credit,BigBasket,failed,web,Bangalore
T00424,C0063,2024-03-16,10:13:04,194022.12,credit,Amazon,success,web,Kolkata
T00425,C0054,2024-01-08,01:47:13,41439.97,debit,Swiggy,success,web,Jaipur
T00426,C0031,2024-01-05,03:17:24,152452.58,debit,Reliance Digital,failed,tablet,Chennai
T00427,C0084,2024-01-25,03:31:24,66539.96,credit,Flipkart,success,web,Hyderabad
T00428,C0038,2024-04-06,01:50:03,5554.9,debit,Myntra,success,mobile,Mumbai
T00429,C0003,2024-04-24,09:20:45,127616.11,debit,Reliance Digital,success,tablet,Pune
T00430,C0053,2024-04-24,14:41:03,159241.83,credit,Ajio,success,tablet,Jaipur
T00431,C0043,2024-03-01,19:14:02,151398.34,debit,BigBasket,success,web,Jaipur
T00432,C0077,2024-01-08,05:42:24,148235.42,credit,Apple,success,web,Pune
T00433,C0006,2024-01-05,18:54:50,163768.32,debit,Reliance Digital,success,tablet,Chennai
T00434,C0078,2024-01-22,02:35:57,88735.12,debit,BigBasket,success,tablet,Delhi
T00435,C0060,2024-02-18,04:39:21,88702.16,debit,Uber,success,mobile,Kolkata
T00436,C0089,2024-02-11,03:00:33,162945.57,debit,Reliance Digital,success,tablet,Delhi
T00437,C0023,2024-02-21,08:54:50,86958.07,credit,Reliance Digital,success,mobile,Mumbai
T00438,C0032,2024-04-17,04:29:30,132273.06,debit,Reliance Digital,success,tablet,Chennai
T00439,C0058,2024-01-21,08:22:17,31530.07,debit,Swiggy,success,mobile,Pune
T00440,C0086,2024-04-29,03:30:08,176643.22,credit,Flipkart,success,tablet,Jaipur
T00441,C0047,2024-04-20,18:22:58,86851.82,debit,Swiggy,success,tablet,Kolkata
T00442,C0039,2024-04-02,07:15:47,156968.79,debit,Swiggy,success,tablet,Bangalore
T00443,C0018,2024-02-14,19:53:59,95897.68,debit,Apple,success,tablet,Hyderabad
T00444,C0099,2024-01-07,14:34:44,35175.11,credit,Uber,success,web,Delhi
T00445,C0062,2024-01-13,00:04:45,16231.06,credit,Zomato,success,web,Hyderabad
T00446,C0072,2024-01-22,15:47:42,80099.43,debit,BigBasket,success,mobile,Hyderabad
T00447,C0039,2024-04-17,22:26:55,97447.77,debit,Apple,success,mobile,Chennai
T00448,C0050,2024-04-01,11:59:33,123808.32,debit,Uber,success,mobile,Chennai
T00449,C0020,2024-03-02,09:01:33,29176.0,debit,Flipkart,success,tablet,Pune
T00450,C0017,2024-02-14,21:19:32,12869.26,debit,Flipkart,success,web,Hyderabad
T00451,C0031,2024-03-29,22:03:44,118919.97,debit,Swiggy,failed,tablet,Jaipur
T00452,C0053,2024-04-27,09:26:39,7493.95,credit,Uber,success,web,Jaipur
T00453,C0096,2024-04-26,15:57:40,166512.56,credit,Reliance Digital,success,tablet,Mumbai
T00454,C0005,2024-04-18,20:55:37,57841.63,credit,Uber,success,mobile,Mumbai
T00455,C0093,2024-04-14,09:04:20,196176.45,debit,Ajio,success,web,Bangalore
T00456,C0032,2024-01-14,22:10:44,40119.87,credit,BigBasket,failed,mobile,Pune
T00457,C0100,2024-02-04,15:14:11,196514.96,credit,Swiggy,failed,web,Pune
T00458,C0084,2024-03-20,05:46:15,161378.64,credit,Zomato,success,web,Hyderabad
T00459,C0098,2024-02-09,15:55:11,159128.22,credit,Ajio,success,tablet,Kolkata
T00460,C0033,2024-04-06,13:56:01,187026.42,debit,Myntra,success,tablet,Delhi
T00461,C0071,2024-02-09,20:41:29,18421.94,credit,Amazon,success,tablet,Hyderabad
T00462,C0046,2024-03-26,23:42:39,36309.5,debit,Apple,success,tablet,Bangalore
T00463,C0013,2024-02-11,19:17:20,74050.12,debit,Apple,success,mobile,Pune
T00464,C0051,2024-02-22,11:36:17,104700.32,debit,Uber,failed,mobile,Hyderabad
T00465,C0017,2024-02-12,02:12:26,144628.71,debit,Flipkart,success,mobile,Delhi
T00466,C0096,2024-02-12,17:33:53,148782.34,credit,Ajio,success,tablet,Hyderabad
T00467,C0097,2024-03-26,11:53:52,180849.2,debit,Flipkart,success,web,Hyderabad
T00468,C0068,2024-01-21,07:10:35,126441.97,debit,BigBasket,success,tablet,Bangalore
T00469,C0014,2024-01-20,09:26:08,62192.21,credit,Reliance Digital,success,web,Hyderabad
T00470,C0064,2024-03-18,17:29:37,65945.53,debit,Uber,success,tablet,Delhi
T00471,C0039,2024-03-09,14:48:07,112198.28,debit,Reliance Digital,success,tablet,Chennai
T00472,C0051,2024-02-28,14:37:50,121875.11,credit,Ajio,success,web,Delhi
T00473,C0016,2024-02-26,09:03:38,139201.45,debit,Ajio,success,mobile,Kolkata
T00474,C0034,2024-03-17,22:00:28,47859.41,credit,Apple,success,mobile,Mumbai
T00475,C0086,2024-03-24,13:23:56,102072.59,debit,Reliance Digital,failed,web,Kolkata
T00476,C0022,2024-04-08,02:07:51,185164.29,debit,Ajio,success,mobile,Delhi
T00477,C0010,2024-03-29,20:06:21,166618.48,debit,Flipkart,success,mobile,Jaipur
T00478,C0033,2024-04-07,04:00:32,111392.82,debit,Zomato,success,web,Hyderabad
T00479,C0025,2024-01-14,06:58:46,105640.09,credit,Swiggy,success,mobile,Pune
T00480,C0045,2024-02-12,04:28:09,180609.59,debit,Reliance Digital,success,tablet,Bangalore
T00481,C0062,2024-02-16,11:27:03,80689.58,credit,Reliance Digital,success,tablet,Chennai
T00482,C0031,2024-03-30,18:19:15,67178.37,debit,Swiggy,success,mobile,Pune
T00483,C0034,2024-02-15,07:59:06,130593.37,debit,Myntra,success,mobile,Bangalore
T00484,C0021,2024-04-22,17:08:53,25671.3,credit,Swiggy,success,mobile,Chennai
T00485,C0014,2024-02-10,13:22:58,191856.65,debit,Uber,success,web,Bangalore
T00486,C0094,2024-01-05,17:10:04,6950.65,debit,BigBasket,failed,mobile,Jaipur
T00487,C0098,2024-04-17,06:55:52,133164.99,debit,Swiggy,success,tablet,Chennai
T00488,C0006,2024-02-25,17:54:38,2918.89,debit,Apple,success,tablet,Kolkata
T00489,C0061,2024-01-23,09:32:38,119336.41,debit,Swiggy,success,tablet,Mumbai
T00490,C0020,2024-04-28,04:01:16,102984.29,credit,Apple,success,mobile,Chennai
T00491,C0091,2024-01-16,01:06:20,31094.15,debit,Reliance Digital,success,web,Chennai
T00492,C0061,2024-03-19,03:36:31,102527.49,credit,Flipkart,failed,web,Bangalore
T00493,C0033,2024-01-28,04:22:03,19740.57,debit,Apple,success,web,Bangalore
T00494,C0026,2024-03-31,22:34:05,174263.32,credit,Zomato,success,web,Mumbai
T00495,C0037,2024-04-26,10:36:27,127874.17,debit,Ajio,success,tablet,Bangalore
T00496,C0033,2024-02-06,15:59:34,169022.17,debit,Zomato,success,tablet,Pune
T00497,C0026,2024-03-20,08:12:54,104975.37,debit,Amazon,success,mobile,Mumbai
T00498,C0093,2024-03-23,16:41:08,150341.08,debit,Myntra,success,web,Jaipur
T00499,C0002,2024-01-19,16:44:51,74737.1,credit,Apple,success,tablet,Kolkata
T00500,C0077,2024-02-05,10:48:51,190139.51,debit,Myntra,success,tablet,Bangalore
